root_id,root,canonical_pattern,aliases,scope,root_type,demand_category,primary_intent,applicable_domains,example_keywords,status,evidence_level,validation_basis,evidence_ref,source_name,source_url,added_at,last_verified_at,notes
root-checklist,checklist,x checklist,,universal,planning_pattern,plan,resource,travel;wedding;business;life,packing checklist; wedding checklist,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-how-many-days,how many days,how many days in x,,universal,decision_pattern,plan,informational,travel,how many days in kyoto; how many days in paris,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-routine,routine,x routine,,universal,planning_pattern,plan,informational,fitness;skincare;productivity,morning routine; skincare routine,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-timeline,timeline,x timeline,,universal,planning_pattern,plan,informational,wedding;history;projects;pregnancy,wedding timeline; project timeline,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-predictor,predictor,x predictor,,universal,functional_suffix,predict,tool,sports;finance;pet;weather,puppy weight predictor; race predictor,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-cost,cost,x cost,,universal,commercial_pattern,price,commercial,all,wedding cost; trip cost; roof cost,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-fee,fee,x fee,,universal,commercial_pattern,price,commercial,finance;travel;services,bitcoin fee; visa fee,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-fees,fees,x fees,,universal,commercial_pattern,price,commercial,finance;travel;services,exchange fees; closing fees,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-free,free,free x,,universal,query_modifier,price,mixed,all,free calculator; free template; free tarot reading,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-price,price,x price,,universal,commercial_pattern,price,commercial,all,bitcoin price; software price; gold price,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-rates,rates,x rates,,universal,commercial_pattern,price,commercial,finance;travel;utilities,mortgage rates; exchange rates,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-salary,salary,x salary,,universal,commercial_pattern,price,commercial,careers;finance,product manager salary; nurse salary,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-date-night-questions,date night questions,date night questions,,universal,relationship_pattern,relationship,interactive,relationships,date night questions for couples,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-substitute,substitute,x substitute,,universal,decision_pattern,replace,informational,food;software;materials,egg substitute; ingredient substitute,verified,L2,Observed as a recurring baking/food substitution demand family across independent ingredient-substitution resources.,references/baking-fermentation-demand-evidence-2026-08-22.md#substitute,Root Library internal hypothesis | Baking/Fermentation SERP & site research 2026-08-22,https://www.quakeroats.com/cooking-and-recipes/baking-101/welcome-to-baking-101/ingredients-and-substitutions | https://www.joyofbaking.com/IngredientSubstitution.html,2026-08-22,2026-08-22,L2 evidence here validates food/baking usage; other applicable domains remain independently unverified.
root-answer,answer,x answer,,universal,resource_pattern,resource,informational,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-cheat,cheat,x cheat,,universal,resource_pattern,resource,informational,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-clue,clue,x clue,,universal,resource_pattern,resource,informational,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-download,download,x download,,universal,resource_pattern,resource,resource,software;media;documents,template download; ebook download,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-ebook,ebook,x ebook,,universal,resource_format,resource,resource,books;education;reference,free ebook; marketing ebook,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-faq,faq,x faq,,universal,resource_pattern,resource,informational,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-hint,hint,x hint,,universal,resource_pattern,resource,informational,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-ideas,ideas,x ideas,,universal,resource_pattern,resource,informational,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-list,list,x list,,universal,resource_pattern,resource,informational,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-pdf,pdf,x pdf,,universal,resource_format,resource,resource,education;documents;reference,worksheet pdf; formula pdf,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-printable,printable,x printable,,universal,resource_format,resource,resource,education;wedding;travel;family,packing list printable; calendar printable,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-resources,resources,x resources,,universal,resource_pattern,resource,informational,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-summary,summary,x summary,,universal,resource_pattern,resource,informational,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-this-weekend,this weekend,x this weekend,,universal,time_pattern,time,informational,travel;events;local,things to do this weekend,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-today,today,x today,,universal,time_pattern,time,informational,news;events;finance;weather,bitcoin price today; events today,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-tonight,tonight,x tonight,,universal,time_pattern,time,informational,astronomy;events;entertainment,planets visible tonight; events tonight,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-countdown,countdown,x countdown,,universal,functional_suffix,track,tool,events;crypto;travel,halving countdown; wedding countdown,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-timer,timer,x timer,,universal,functional_suffix,track,tool,productivity;cooking;fitness,pomodoro timer; interval timer,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-enhancer,enhancer,x enhancer,,universal,functional_suffix,transform,tool,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-filter,filter,x filter,,universal,functional_suffix,transform,tool,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-formatter,formatter,x formatter,,universal,functional_suffix,transform,tool,developer;documents,json formatter; sql formatter,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-humanizer,humanizer,x humanizer,,universal,functional_suffix,transform,tool,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-modifier,modifier,x modifier,,universal,functional_suffix,transform,tool,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-paraphraser,paraphraser,x paraphraser,,universal,functional_suffix,transform,tool,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-restorer,restorer,x restorer,,universal,functional_suffix,transform,tool,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,"Published-list provenance exists, but natural-query examples/evidence are insufficient for routine reuse."
root-definition,definition,x definition,,universal,informational_pattern,understand,informational,all,compound interest definition; symbolism definition,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-explained,explained,x explained,,universal,informational_pattern,understand,informational,all,mortgage rates explained; ending explained,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-signs,signs,signs x,,universal,informational_pattern,understand,informational,relationships;health;behavior,signs he likes you; signs of burnout,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-symbolism,symbolism,x symbolism,,universal,informational_pattern,understand,informational,culture;dreams;religion;literature,raven symbolism; snake symbolism,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-what-does,what does,what does x mean,,universal,question_pattern,understand,informational,all,what does 444 mean; what does a dream mean,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-what-is,what is,what is x,,universal,question_pattern,understand,informational,all,what is bitcoin; what is attachment style,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-why,why,why x,,universal,question_pattern,understand,informational,all,why does my cat knead me; why is bitcoin down,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-visualizer,visualizer,x visualizer,,universal,functional_suffix,visualize,tool,music;design;data;math,audio visualizer; room visualizer,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-anime,anime,x anime,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-art,art,x art,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-audio,audio,x audio,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-avatar,avatar,x avatar,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-cartoon,cartoon,x cartoon,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-character,character,x character,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-chart,chart,x chart,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-chat,chat,x chat,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-code,code,x code,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-coloring-page,coloring page,x coloring page,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-diagram,diagram,x diagram,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-emoji,emoji,x emoji,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-face,face,x face,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-figure,figure,x figure,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-font,font,x font,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-graph,graph,x graph,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-icon,icon,x icon,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-illustration,illustration,x illustration,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-image,image,x image,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-interior-design,interior design,x interior design,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-layout,layout,x layout,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-logo,logo,x logo,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-meme,meme,x meme,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-model,model,x model,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-music,music,x music,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-photo,photo,x photo,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-picture,picture,x picture,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-portrait,portrait,x portrait,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-product-photo,product photo,x product photo,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-song,song,x song,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-sound,sound,x sound,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-speech,speech,x speech,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-studio,studio,x studio,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-style,style,x style,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-tattoo,tattoo,x tattoo,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-text,text,x text,,universal,topic_or_modality,content,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-action,action,x action,,universal,candidate_pattern,other,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-summarizer,summarizer,x summarizer,summariser; summarize,universal,candidate_pattern,other,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-ai,ai,x ai,,universal,technology_modifier,technology,mixed,all,,candidate,L1,Exact member of published 122-root expansion list,https://developer.cloud.tencent.com/article/2629255,122-root expansion list,https://developer.cloud.tencent.com/article/2629255,2026-08-22,,Candidate/topic-modality entries require domain evidence before promotion.
root-character-builder,character builder,x character builder,,domain,domain_pattern,build,tool,gaming,baldurs gate character builder; rpg character builder,verified,L2,Observed recurring demand family in Semrush US batch (10 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#character-builder,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-bitcoin-calculator,bitcoin calculator,x bitcoin calculator,,domain,domain_pattern,calculate,tool,bitcoin,bitcoin calculator; bitcoin profit calculator,verified,L2,Observed recurring demand family in Semrush US batch (13 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#bitcoin-calculator,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-bitcoin-dca,bitcoin dca,x bitcoin dca,,domain,domain_topic,calculate,tool,bitcoin,bitcoin dca calculator; bitcoin dca returns,verified,L2,Observed recurring demand family in Semrush US batch (16 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#bitcoin-dca,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-bitcoin-fee,bitcoin fee,x bitcoin fee,,domain,domain_topic,calculate,mixed,bitcoin,bitcoin fee calculator; bitcoin fees,verified,L2,Observed recurring demand family in Semrush US batch (9 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#bitcoin-fee,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-bitcoin-profit,bitcoin profit,x bitcoin profit,,domain,domain_topic,calculate,tool,bitcoin,bitcoin profit calculator; bitcoin return calculator,verified,L2,Observed recurring demand family in Semrush US batch (6 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#bitcoin-profit,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-build-calculator,build calculator,x build calculator,,domain,domain_pattern,calculate,tool,gaming,elden ring build calculator; diablo build calculator,verified,L2,Observed recurring demand family in Semrush US batch (33 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#build-calculator,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-dog-age-calculator,dog age calculator,dog age calculator,,domain,domain_pattern,calculate,tool,pet,dog age calculator; age calculator of dog,verified,L2,Observed recurring demand family in Semrush US batch (9 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#dog-age-calculator,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-dog-food-calculator,dog food calculator,dog food calculator,,domain,domain_pattern,calculate,tool,pet,dog food calculator; dog feeding calculator,verified,L2,Observed recurring demand family in Semrush US batch (13 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#dog-food-calculator,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-puppy-weight-calculator,puppy weight calculator,puppy weight calculator,,domain,domain_pattern,calculate,tool,pet,puppy weight calculator; puppy weight by breed,verified,L2,Observed recurring demand family in Semrush US batch (18 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#puppy-weight-calculator,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-type-calculator,type calculator,x type calculator,,domain,domain_pattern,calculate,tool,gaming,pokemon type calculator; type coverage calculator,verified,L2,Observed recurring demand family in Semrush US batch (10 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#type-calculator,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-astrology-compatibility,astrology compatibility,x astrology compatibility,,domain,domain_pattern,compare,informational,astrology;relationships,astrology compatibility; zodiac compatibility,verified,L2,Observed recurring demand family in Semrush US batch (7 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#astrology-compatibility,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-relationship-compatibility,relationship compatibility,x relationship compatibility,,domain,domain_pattern,compare,informational,relationships,relationship compatibility; zodiac relationship compatibility,verified,L2,Observed recurring demand family in Semrush US batch (26 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#relationship-compatibility,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
